id,kepid,koi_name,kepler_name,disposition,pdisposition,score,period,radius_planet,temp_planet_eq,insolation,duration,depth,model_snr,temp_star_eq,radius_star,mag_star,ra,dec,star_type
175,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.994,20.0261412,2.28,559.0,23.14,1.611,421.2,10.7,5237.0,0.826,15.086,285.11047,42.033958,Sun-like
176,6599919,K00858.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,13.61014819,19.02,733.0,68.29,2.594,5732.9,184.1,5697.0,0.903,15.06,289.89777,42.009151,Sun-like
177,6675056,K00859.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,10.44331991,2.66,667.0,46.94,2.743,1159.8,51.7,4947.0,0.802,15.546,286.24356,42.148811,Orange
178,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1.0,2.237489571,1.41,1160.0,427.17,1.8119,315.8,30.7,5265.0,0.81,15.001,290.00757,42.116459,Sun-like
179,6756669,K00862.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.851520671,14.62,901.0,155.89,3.11058,33004.0,1630.4,5532.0,0.806,15.33,284.08731,42.233231,Sun-like
180,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1.0,3.167893418,2.62,1221.0,526.23,2.1814,781.2,64.8,5895.0,0.94,15.533,293.81647,42.212502,Sun-like
181,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0,4.311780262,3.11,1038.0,274.84,2.7251,1154.0,86.1,5527.0,0.927,15.604,287.24268,42.301369,Sun-like
182,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,1.0,20.0504494,2.69,622.0,35.44,4.556,840.9,37.8,5527.0,0.927,15.604,287.24268,42.301369,Sun-like
183,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,1.0,9.76734503,2.67,791.0,92.46,1.6585,569.1,21.1,5527.0,0.927,15.604,287.24268,42.301369,Sun-like
184,6862328,K00865.01,Unnamed,CANDIDATE,CANDIDATE,1.0,119.0207044,8.98,366.0,4.25,8.1405,7430.5,223.5,5453.0,1.062,15.085,291.58377,42.36816,Sun-like
185,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0.987,190.3200468,7.78,426.0,7.8,15.284,1141.7,139.3,5626.0,2.057,12.654,294.55917,46.062328,Sun-like
186,6862603,K00866.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,2.861159894,4.37,1355.0,797.1,1.8832,1014.3,58.3,6126.0,1.021,15.618,291.67172,42.343109,White
187,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0,26.44439337,3.91,562.0,23.54,3.9783,1843.5,88.0,5427.0,0.929,15.158,292.87338,42.966141,Sun-like
188,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.983,51.53997972,5.51,450.0,9.67,6.3994,3644.3,155.5,5427.0,0.929,15.158,292.87338,42.966141,Sun-like
189,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0,5.902245782,2.43,926.0,173.74,2.9003,702.3,59.3,5427.0,0.929,15.158,292.87338,42.966141,Sun-like
190,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0,2.382951591,1.86,1253.0,583.01,1.8876,391.6,41.4,5427.0,0.929,15.158,292.87338,42.966141,Sun-like
191,7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0,21.02250608,3.07,521.0,17.48,4.1072,1772.5,62.4,5067.0,0.75,15.859,294.90973,42.935261,Orange
192,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0,3.219814777,1.69,998.0,234.93,2.0642,488.2,30.5,5103.0,0.787,15.599,291.63898,42.436321,Orange
193,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0,5.912273234,1.73,585.0,27.72,2.3254,961.4,62.8,4072.0,0.57,15.036,292.13702,42.42942,Orange
194,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0,8.98581901,1.65,509.0,15.9,2.8606,881.3,51.8,4072.0,0.57,15.036,292.13702,42.42942,Orange
195,7031517,K00871.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,12.940668656,22.94,723.0,64.64,2.4845,42450.0,307.5,5875.0,0.809,15.215,291.11969,42.507069,Sun-like
196,11869052,K00120.01,Unnamed,CANDIDATE,CANDIDATE,0.573,20.5452375,2.41,742.0,71.57,2.517,218.5,18.5,5670.0,1.264,12.003,294.40192,50.172089,Sun-like
197,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0,33.60123371,8.46,495.0,14.22,4.4056,7425.9,247.9,5149.0,0.93,15.262,289.26874,42.604172,Orange
198,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0,6.76652928,1.97,845.0,120.48,2.9004,450.7,29.2,5149.0,0.93,15.262,289.26874,42.604172,Orange
199,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0,4.347288783,2.36,1174.0,449.79,2.1024,451.6,39.7,5754.0,1.122,15.024,291.96417,42.69614,Sun-like
200,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0,4.601811819,2.35,896.0,152.91,2.2607,755.9,60.8,4986.0,0.833,15.024,296.48343,42.663429,Orange
201,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.997,11.18719905,1.55,667.0,46.65,3.252,353.6,21.9,4986.0,0.833,15.024,296.48343,42.663429,Orange
202,7135852,K00875.01,Unnamed,CANDIDATE,CANDIDATE,1.0,4.220965778,2.62,595.0,29.68,3.0854,2260.0,157.8,3837.0,0.517,15.692,296.69394,42.62611,Orange
204,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0,5.95489993,2.33,635.0,38.52,2.3892,1410.7,87.2,4261.0,0.633,15.019,293.63696,42.82497,Orange
205,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0,12.03987488,2.18,502.0,15.06,2.7363,1250.6,57.6,4261.0,0.633,15.019,293.63696,42.82497,Orange
206,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.998,20.83762895,1.42,418.0,7.24,2.3734,439.0,14.9,4261.0,0.633,15.019,293.63696,42.82497,Orange
208,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0,23.58917143,3.16,487.0,13.34,5.073,1200.7,53.3,4919.0,0.721,15.316,297.46002,42.83992,Orange
209,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0,6.481633073,2.54,1145.0,406.25,3.784,298.5,125.6,5945.0,1.302,12.365,290.39273,40.28487,Sun-like
210,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0,10.37168928,3.2,720.0,63.68,3.035,1254.9,64.5,5121.0,0.888,15.193,290.39322,43.363899,Orange
211,7678434,K00892.02,Unnamed,CANDIDATE,CANDIDATE,1.0,3.96996298,1.78,992.0,229.37,1.1757,299.2,15.0,5121.0,0.888,15.193,290.39322,43.363899,Orange
212,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0,4.40841331,2.66,1139.0,398.0,5.012,549.4,45.1,6007.0,0.961,15.662,292.96555,43.34639,White
213,7708215,K00894.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,7.9426176,4.68,878.0,140.57,6.703,1590.7,60.4,5811.0,0.926,15.26,299.00143,43.399632,Sun-like
214,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0,226.8904775,4.53,236.0,0.73,7.558,3136.4,46.8,5067.0,0.75,15.859,294.90973,42.935261,Orange
215,7377033,K00882.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.956811408,21.58,1109.0,357.16,2.1958,24905.0,125.4,5209.0,0.603,15.533,295.83536,42.943062,Sun-like
216,7380537,K00883.01,Unnamed,CANDIDATE,CANDIDATE,0.997,2.688899233,12.04,929.0,175.76,2.11275,37492.0,1011.6,4820.0,0.639,15.766,296.68307,42.967869,Orange
217,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0,9.439459486,4.16,686.0,52.32,2.8979,3036.1,175.2,5097.0,0.779,15.067,288.64252,43.039291,Orange
218,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0,11.523067458,3.13,927.0,174.81,3.8757,507.3,142.0,5644.0,1.411,12.346,284.48245,44.398041,Sun-like
219,7434875,K00884.02,Kepler-247 d,CONFIRMED,FALSE POSITIVE,0.0,20.47748843,2.92,530.0,18.65,2.8364,1382.4,52.7,5097.0,0.779,15.067,288.64252,43.039291,Orange
220,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0,3.336123113,1.74,970.0,209.79,1.9616,516.3,41.6,5097.0,0.779,15.067,288.64252,43.039291,Orange
221,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0,8.01078456,1.72,453.0,9.9,2.312,1333.6,48.5,3713.0,0.47,15.847,294.77393,43.056301,Orange
222,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0,12.07134205,1.29,395.0,5.74,4.3224,759.2,31.0,3713.0,0.47,15.847,294.77393,43.056301,Orange
223,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.986,20.99587872,1.3,328.0,2.74,2.6333,767.3,18.2,3713.0,0.47,15.847,294.77393,43.056301,Orange
224,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0,7.41113177,2.45,905.0,158.11,2.5242,620.5,50.4,5849.0,0.919,15.031,295.65149,43.029831,Sun-like
225,7552344,K00888.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,1.000747038,4.14,1620.0,1635.2,0.9967,1823.5,147.4,5472.0,0.79,15.419,297.97513,43.164909,Sun-like
226,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.999,8.884922995,10.51,770.0,83.21,2.07004,16053.0,388.2,5332.0,0.843,15.264,291.1376,36.577381,Sun-like
227,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0,8.09888906,8.95,986.0,223.19,4.20241,6911.1,435.9,6214.0,1.076,15.261,282.69952,43.272739,White
228,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0,10.00653012,3.52,876.0,139.21,5.344,936.1,71.9,6063.0,1.001,15.063,283.63077,43.379398,White
229,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,17.855221681,13.16,911.0,163.04,7.41287,9065.2,915.7,6823.0,1.367,11.353,297.45374,41.01099,White
230,8013419,K00901.01,Unnamed,CANDIDATE,CANDIDATE,1.0,12.732624065,4.87,432.0,8.22,2.2083,6465.7,210.5,3950.0,0.541,15.75,285.16748,43.876339,Orange
231,8018547,K00902.01,Unnamed,CANDIDATE,CANDIDATE,0.966,83.92494032,4.78,226.0,0.62,6.7904,7958.7,182.1,3960.0,0.509,15.754,287.85239,43.897991,Orange
232,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0,5.007316661,6.96,998.0,234.28,4.2362,6932.3,431.4,5865.0,0.827,15.813,295.53613,43.884449,Sun-like
233,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0,2.211116989,1.85,931.0,177.19,1.6485,724.2,42.6,4500.0,0.646,15.791,285.16833,44.026459,Orange
234,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,27.9541337,1.9,400.0,6.04,3.95,942.5,25.4,4500.0,0.646,15.791,285.16833,44.026459,Orange
235,11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,0.415,12.69104387,2.57,1008.0,244.3,3.7727,252.1,60.2,5869.0,1.626,12.935,292.92914,48.60281,Sun-like
236,7767559,K00895.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.228,4.409409243,10.95,1101.0,347.06,3.8636,12861.0,85.8,5600.0,0.975,15.403,296.41019,43.455391,Sun-like
237,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0,16.23947096,4.14,598.0,30.14,4.0374,2590.7,123.8,5191.0,0.837,15.258,293.0614,43.58136,Orange
238,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0,6.308201629,2.96,819.0,106.44,2.9785,1328.5,86.2,5191.0,0.837,15.258,293.0614,43.58136,Orange
239,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0,2.052349884,13.12,1497.0,1183.18,2.0778,14281.0,1072.1,5855.0,1.08,15.257,299.56189,43.503559,Sun-like
240,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1.0,9.7704486,2.23,460.0,10.59,2.4517,1897.8,58.0,3906.0,0.509,15.777,282.23251,43.66563,Orange
241,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1.0,5.169804269,1.66,569.0,24.75,2.153,1037.4,41.4,3906.0,0.509,15.777,282.23251,43.66563,Orange
242,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0,21.22261195,2.48,771.0,83.56,6.5093,366.0,114.9,5945.0,1.302,12.365,290.39273,40.28487,Sun-like
243,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1.0,20.09017037,2.25,362.0,4.05,4.154,1432.1,36.9,3906.0,0.509,15.777,282.23251,43.66563,Orange
244,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.999,7.11373257,1.16,429.0,8.01,2.1764,807.6,44.4,3561.0,0.411,15.234,296.98505,43.65852,Red Dwarf
245,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.999,3.306551643,0.91,554.0,22.19,1.8177,509.2,37.8,3561.0,0.411,15.234,296.98505,43.65852,Red Dwarf
246,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.998,15.36845737,1.11,332.0,2.86,2.4714,756.1,30.9,3561.0,0.411,15.234,296.98505,43.65852,Red Dwarf
247,7938496,K00900.01,Unnamed,CANDIDATE,CANDIDATE,1.0,13.81020318,4.56,833.0,113.75,3.048,1309.7,46.2,5942.0,1.142,15.425,281.96063,43.70311,Sun-like
248,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0,4.093578461,2.85,1182.0,461.07,2.5833,538.6,36.4,6077.0,0.999,15.399,290.26328,44.55645,White
249,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.999,105.145959,3.43,401.0,6.09,8.593,685.4,15.4,6077.0,0.999,15.399,290.26328,44.55645,White
250,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.0,10.8484518,2.34,499.0,14.66,2.9993,1675.6,64.5,4201.0,0.591,15.058,295.57935,44.545959,Orange
251,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1.0,6.66833241,1.18,587.0,28.06,1.915,362.3,14.2,4201.0,0.591,15.058,295.57935,44.545959,Orange
252,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,4.082274889,10.55,1016.0,251.48,3.23015,17859.0,1669.1,5655.0,0.794,15.198,284.83047,44.658138,Sun-like
253,8552202,K00914.01,Unnamed,CANDIDATE,CANDIDATE,1.0,3.886655224,1.87,1010.0,246.29,3.1646,581.6,48.1,5662.0,0.738,15.371,288.72665,44.60751,Sun-like
254,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1.0,42.1406089,1.85,349.0,3.49,5.083,895.5,21.6,4500.0,0.646,15.791,285.16833,44.026459,Orange
255,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1.0,4.617490562,1.62,728.0,66.47,2.2618,575.8,28.1,4500.0,0.646,15.791,285.16833,44.026459,Orange
256,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.996,10.19849255,1.75,559.0,23.11,2.4283,634.1,21.4,4500.0,0.646,15.791,285.16833,44.026459,Orange
257,8180063,K00905.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,5.795063956,4.33,950.0,192.74,3.2496,1692.9,119.4,5865.0,0.827,15.289,296.50754,44.036072,Sun-like
258,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1.0,7.15681552,2.47,782.0,88.23,2.5882,867.0,47.7,5029.0,0.838,15.46,289.59476,44.141949,Orange
259,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1.0,17.64830851,2.43,579.0,26.49,2.0873,763.3,23.8,5029.0,0.838,15.46,289.59476,44.141949,Orange
260,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.957,4.14810719,1.08,938.0,182.76,2.535,175.2,12.9,5029.0,0.838,15.46,289.59476,44.141949,Orange
261,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,1.0,16.51410989,2.72,655.0,43.57,4.1575,973.5,55.9,5527.0,0.866,15.223,296.56622,44.105862,Sun-like
262,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,1.0,30.1329298,3.14,536.0,19.55,5.172,1015.8,44.8,5527.0,0.866,15.223,296.56622,44.105862,Sun-like
263,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,1.0,4.79090809,1.36,990.0,227.24,2.603,251.3,21.2,5527.0,0.866,15.223,296.56622,44.105862,Sun-like
264,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1.0,31.71981013,3.09,743.0,71.97,4.819,363.4,63.1,5869.0,1.626,12.935,292.92914,48.60281,Sun-like
265,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,1.0,99.6415962,2.64,360.0,3.97,4.448,952.5,22.7,5527.0,0.866,15.223,296.56622,44.105862,Sun-like
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1.0,4.708326451,10.6,1162.0,431.02,3.16114,7912.7,633.4,5560.0,1.21,15.113,298.63565,44.17094,Sun-like
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1.0,5.392026903,2.68,850.0,123.33,2.9804,1151.4,77.4,5198.0,0.801,15.651,284.43051,44.48053,Orange
269,9140402,K00928.01,Unnamed,CANDIDATE,CANDIDATE,1.0,2.494170338,2.42,1194.0,480.19,1.1221,863.7,69.2,5569.0,0.829,15.251,284.75943,45.599129,Sun-like
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1.0,6.491682808,9.66,1062.0,301.54,4.301,7163.3,502.3,6123.0,1.107,15.649,285.55481,45.578861,White
271,9159275,K00930.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.044770796,24.54,1076.0,317.36,10.0134,1695.0,203.5,5525.0,0.753,15.621,293.68494,45.51683,Sun-like
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.999,3.855603916,13.61,1212.0,508.65,3.2179,16653.0,1173.9,6033.0,1.046,15.272,296.39316,45.568562,White
273,9166870,K00932.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,3.855599139,3.57,1158.0,425.74,3.183,1030.9,90.1,5936.0,0.965,15.054,296.39542,45.56992,Sun-like
274,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,0.92,38.47876629,13.26,484.0,13.01,5.04169,23530.0,1077.8,5510.0,0.879,13.779,288.90222,49.370491,Sun-like
275,8605074,K00915.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,37.601661282,27.22,606.0,31.86,8.30604,59130.0,1667.3,6140.0,1.096,15.505,282.30603,44.714661,White
276,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1.0,3.314947362,3.94,1155.0,421.03,1.8007,1398.2,123.5,5609.0,0.944,15.142,293.45483,44.792789,Sun-like
277,8655354,K00917.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,6.71969089,4.37,952.0,194.18,3.0231,969.7,45.4,5931.0,0.866,15.172,301.04956,44.706299,Sun-like
278,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.996,39.6431552,10.98,472.0,11.74,6.5292,15664.0,690.3,5231.0,0.9,15.011,283.97751,44.811562,Sun-like
279,8686150,K00919.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,51.42598578,29.66,549.0,21.4,16.9422,66068.0,1843.8,6257.0,1.147,15.631,290.63898,44.806789,White
280,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1.0,21.80451611,2.6,543.0,20.48,3.4097,1144.9,49.9,5481.0,0.708,15.067,291.71732,44.88731,Sun-like
281,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1.0,10.28194593,2.53,680.0,50.6,3.4366,1110.7,55.0,5196.0,0.775,15.532,291.84198,44.858089,Orange
282,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,1.0,18.11993039,2.95,563.0,23.77,4.2309,1506.9,60.7,5196.0,0.775,15.532,291.84198,44.858089,Orange
283,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,1.0,3.78402867,1.7,949.0,191.78,1.9012,426.1,25.6,5196.0,0.775,15.532,291.84198,44.858089,Orange
284,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1.0,5.15448142,2.94,964.0,204.1,3.228,697.5,48.1,5431.0,0.884,15.365,294.84689,45.034409,Sun-like
285,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,33.80364366,20.7,745.0,72.71,11.4813,13494.0,529.9,5855.0,1.796,13.109,297.47586,41.114288,Sun-like
286,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1.0,5.743469797,3.13,982.0,219.95,3.4412,1240.2,79.7,5897.0,0.891,15.543,291.09235,45.115528,Sun-like
287,8951215,K00924.01,Unnamed,CANDIDATE,CANDIDATE,1.0,39.4759093,4.06,577.0,26.13,2.968,1012.6,26.6,6225.0,1.031,15.229,291.20804,45.244389,White
288,9016295,K00925.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,19.974485239,26.56,700.0,56.84,4.23479,40293.0,1398.8,6108.0,0.997,15.217,289.72748,45.367661,White
289,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1.0,3.166353562,3.82,1273.0,621.92,3.3129,1473.4,128.3,6007.0,0.998,15.603,286.36011,45.414291,White
290,9097120,K00927.01,Unnamed,FALSE POSITIVE,FALSE POSITIVE,0.0,23.899634407,44.04,652.0,42.8,3.81881,20953.0,547.8,6192.0,0.924,15.453,294.71768,45.48576,White
291,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,1.0,3.388012244,2.11,1315.0,705.93,2.6849,280.1,30.6,5553.0,1.25,15.065,292.58044,46.097389,Sun-like
292,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,1.0,5.83909761,2.06,1097.0,341.48,3.1915,273.6,25.2,5553.0,1.25,15.065,292.58044,46.097389,Sun-like
293,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1.0,1.620467654,1.57,1681.0,1893.42,2.1888,159.6,22.7,5553.0,1.25,15.065,292.58044,46.097389,Sun-like
294,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,1.0,10.6816951,2.3,897.0,152.75,3.605,307.8,21.9,5553.0,1.25,15.065,292.58044,46.097389,Sun-like
295,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1.0,6.104849417,3.18,784.0,89.25,4.6912,2090.3,293.7,5085.0,0.712,15.017,297.04562,46.027359,Orange
